epoch,accuracy,loss,val_accuracy,val_loss
0,0.40417778491973877,1.9224339723587036,0.12390350550413132,2.67513370513916
1,0.5625,1.4980937242507935,0.1246345043182373,2.6800098419189453
2,0.6842361092567444,1.1165555715560913,0.8026315569877625,0.7246183156967163
3,0.6875,0.8995357155799866,0.8019005656242371,0.7233049869537354
4,0.7641486525535583,0.8619112968444824,0.8461257219314575,0.5526600480079651
5,0.75,0.7361853122711182,0.8468567132949829,0.5516774654388428
6,0.7947534322738647,0.7411255836486816,0.875,0.4794490933418274
7,0.8125,0.5597785711288452,0.8746345043182373,0.47939246892929077
8,0.8198931217193604,0.669411301612854,0.8801169395446777,0.4587659239768982
9,0.8125,0.7145622968673706,0.8790204524993896,0.4604945182800293
10,0.8389604091644287,0.6101938486099243,0.8910818696022034,0.429739385843277
11,0.75,0.9810177087783813,0.8907163739204407,0.4307772219181061
12,0.8518338799476624,0.5711227655410767,0.890350878238678,0.425538569688797
13,1.0,0.26068204641342163,0.890350878238678,0.4249993860721588
14,0.8668933510780334,0.5236460566520691,0.8958333134651184,0.40270352363586426
15,1.0,0.16736575961112976,0.8965643048286438,0.4018179774284363
16,0.8774592876434326,0.49029242992401123,0.9049707651138306,0.3908498287200928
17,0.75,0.546026349067688,0.9042397737503052,0.39174291491508484
18,0.880131185054779,0.4752151668071747,0.9046052694320679,0.38791918754577637
19,0.9375,0.29044875502586365,0.9046052694320679,0.3860853314399719
20,0.9029633402824402,0.41499248147010803,0.9100877046585083,0.37157267332077026
21,0.75,0.6409580707550049,0.9089912176132202,0.37198635935783386
22,0.900412917137146,0.40646982192993164,0.9060672521591187,0.3740761876106262
23,0.8125,0.6332693696022034,0.905701756477356,0.37508493661880493
24,0.9078212380409241,0.3847164213657379,0.9071637392044067,0.3660435974597931
25,0.875,0.41750186681747437,0.906798243522644,0.3678986728191376
26,0.9143794178962708,0.3662615418434143,0.9119151830673218,0.36805427074432373
27,0.9375,0.2797013223171234,0.9122806787490845,0.36828315258026123
28,0.926038384437561,0.33882778882980347,0.906798243522644,0.36547014117240906
29,0.875,0.44986578822135925,0.9089912176132202,0.3640038073062897
