epoch,accuracy,loss,val_accuracy,val_loss
0,0.38474616408348083,2.0619988441467285,0.722953200340271,1.3712831735610962
1,0.5625,1.6219271421432495,0.7222222089767456,1.3684755563735962
2,0.6821714639663696,1.2714452743530273,0.8322368264198303,0.7811607718467712
3,0.625,1.3508234024047852,0.8340643048286438,0.7789812684059143
4,0.7592907547950745,0.926157534122467,0.8739035129547119,0.5572031736373901
5,0.875,0.5513163805007935,0.8739035129547119,0.5575704574584961
6,0.8033762574195862,0.7673712372779846,0.8943713307380676,0.46834027767181396
7,0.6875,0.8904576301574707,0.8940058350563049,0.46784406900405884
8,0.8213505148887634,0.6916558742523193,0.9111841917037964,0.4123625159263611
9,0.75,0.8976609706878662,0.9115496873855591,0.41379231214523315
10,0.8423609137535095,0.6240046620368958,0.9163011908531189,0.385829895734787
11,0.875,0.4230971336364746,0.9159356951713562,0.3864830732345581
12,0.8637357354164124,0.564058780670166,0.9243420958518982,0.3603164255619049
13,1.0,0.2719477415084839,0.925804078578949,0.36031773686408997
14,0.872722864151001,0.5203987956047058,0.9298245906829834,0.34097665548324585
15,0.8125,0.5200212597846985,0.9298245906829834,0.3414980173110962
16,0.8820742964744568,0.4926545023918152,0.9309210777282715,0.3326779007911682
17,0.875,0.3404809832572937,0.9309210777282715,0.3342635929584503
18,0.8925188183784485,0.4564070701599121,0.9364035129547119,0.3214726746082306
19,0.8125,0.48116374015808105,0.9367690086364746,0.3207401633262634
20,0.897983968257904,0.4358570873737335,0.9367690086364746,0.31169140338897705
21,0.9375,0.3052729070186615,0.9364035129547119,0.3141663074493408
22,0.9046635627746582,0.41731324791908264,0.9349415302276611,0.31126540899276733
23,0.9375,0.3849197030067444,0.9353070259094238,0.31061792373657227
24,0.9154724478721619,0.38678741455078125,0.9342105388641357,0.3086315095424652
25,0.875,0.4779074192047119,0.9323830604553223,0.31172382831573486
26,0.9214233756065369,0.36718422174453735,0.9396929740905762,0.30033156275749207
27,0.9375,0.25940263271331787,0.9393274784088135,0.3005109131336212
28,0.924580991268158,0.3545154929161072,0.941154956817627,0.2955651581287384
29,1.0,0.2604261040687561,0.9404239654541016,0.29752054810523987
