epoch,accuracy,loss,val_accuracy,val_loss
0,0.4825425148010254,1.064650058746338,0.3383152186870575,1.233760118484497
1,0.4375,1.124055027961731,0.34646740555763245,1.2242838144302368
2,0.671441376209259,0.7842686176300049,0.3179347813129425,1.4791293144226074
3,0.625,0.806043803691864,0.3165760934352875,1.481436014175415
4,0.7699194550514221,0.616904079914093,0.32472825050354004,1.6313055753707886
5,0.75,0.6768602728843689,0.3274456560611725,1.6256227493286133
6,0.8128916621208191,0.5232668519020081,0.38315218687057495,1.630760908126831
7,0.75,0.6554184556007385,0.37635868787765503,1.6395164728164673
8,0.8240823745727539,0.4753611981868744,0.44021740555763245,1.3850071430206299
9,0.6875,0.6649552583694458,0.4429347813129425,1.3775243759155273
10,0.8576544523239136,0.4228168725967407,0.6589673757553101,0.7582399845123291
11,0.875,0.33772915601730347,0.6630434989929199,0.7511823773384094
12,0.8692927360534668,0.3832264244556427,0.854619562625885,0.38725948333740234
13,0.75,0.4386545717716217,0.85597825050354,0.38501089811325073
14,0.8782452940940857,0.3654574155807495,0.904891312122345,0.28592610359191895
15,0.6875,0.7653419971466064,0.9021739363670349,0.28702425956726074
16,0.8934646248817444,0.334102600812912,0.9008151888847351,0.2765863835811615
17,0.9375,0.33150479197502136,0.9008151888847351,0.27666163444519043
18,0.9046553373336792,0.3113202154636383,0.9008151888847351,0.271391361951828
19,0.875,0.2781256139278412,0.9021739363670349,0.27113577723503113
20,0.9001790285110474,0.2999354600906372,0.90625,0.2643759250640869
21,0.9375,0.20511481165885925,0.907608687877655,0.263406366109848
22,0.9051029682159424,0.28246158361434937,0.9089673757553101,0.25946974754333496
23,1.0,0.0881151333451271,0.907608687877655,0.2625788152217865
24,0.9180841445922852,0.2652222812175751,0.9103260636329651,0.25956058502197266
25,1.0,0.09936963766813278,0.9116848111152649,0.2551253139972687
26,0.9171888828277588,0.2517775595188141,0.9103260636329651,0.2587403953075409
27,0.875,0.38547590374946594,0.9103260636329651,0.25593167543411255
28,0.9234556555747986,0.23618529736995697,0.914402186870575,0.25165584683418274
29,0.9375,0.19254660606384277,0.917119562625885,0.252956360578537
